Url,Address,ReferenceNumber,Validateddate,Status,Proposal
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BE/85/20/HH&from=planningSearch,95 Sunningdale Gardens North Bersted Bognor Regis  PO22 9LE,BE/85/20/HH,10-08-20,ApproveConditionally     ,2 storey side extension and single storey rear extension
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/214/20/PL&from=planningSearch,Empty Supermarket Premises Avon Road Littlehampton  BN17 6AT,LU/214/20/PL,06-08-20,Undecided     ,"Demolition of existing buildings & redevelopment comprising 36 No. residential units (Class C3) & flexible commercial floorspace (Class A1, A2, A3 and/or D1) together with the provision of car & cycle parking, landscaping & associated works (resubmission following LU/3/19/PL). This application affects the setting of listed buildings & may affect the character & appearance of the East Street, Littlehampton Conservation Area. This application is in CIL Zone 4 (Zero Rated) as 'flats & other development'."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=M/60/20/L&from=planningSearch,High Kettle Cottage 97 Elmer Road   PO22 6HD,M/60/20/L,02-09-20,ApproveConditionally     ,Listed Building consent to remove 2 No. front elevation softwood timber windows and replace with hardwood timber windows to match like for like.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AL/62/20/PL&from=planningSearch,Ormistons Six VIllages Academy Lime Avenue Westergate  PO20 3UE,AL/62/20/PL,14-08-20,ApproveConditionally     ,Timber lodge for educational purposes. This application is in  CIL Zone 2 (Zero Rated) as 'other development'.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/199/20/T&from=planningSearch,47 Craigweil Lane Aldwick   PO21 4AN,AW/199/20/T,10-08-20,ApproveConditionally     ,Various works to various trees.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/201/20/T&from=planningSearch,Arcanum 9 Acorn End Bognor Regis West Sussex PO21 4JA,AW/201/20/T,17-08-20,Approve     ,Fell 1 No. Sycamore
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=CM/27/20/DOC&from=planningSearch,Langford Horsemere Green Lane Climping  BN17 5QZ,CM/27/20/DOC,06-08-20,DOC Part Approved     ,"Approval of details reserved by condition imposed under ref CM/64/19/PL relating to Condition Nos 3 - materials & finishes, 4 - Construction Management Plan, 9 - pre-commencement site meeting, 19 - foul drainage and 20 - contamination"
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=EP/92/20/HH&from=planningSearch,1 Tamarisk Way East Preston   BN16 2TF,EP/92/20/HH,17-08-20,ApproveConditionally     ,"Garage extension with porch canopy to front, second floor front and rear extensions, and first floor rear balcony extension with various appearance alterations."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=R/145/20/HH&from=planningSearch,52 Sea Avenue Rustington   BN16 2DJ,R/145/20/HH,05-08-20,ApproveConditionally     ,Demolition of existing single storey rear extension replacement with single storey rear extension and demolition of single storey attached double garage to be replaced with 2 storey side extension with cat slide roof.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=R/147/20/HH&from=planningSearch,Ocean View 87 Sea Avenue Rustington  BN16 2DR,R/147/20/HH,26-08-20,ApproveConditionally     ,Single storey outbuilding to rear for use as a garden studio.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=A/118/20/HH&from=planningSearch,8 The Cottrells Angmering   BN16 4AF,A/118/20/HH,04-08-20,ApproveConditionally     ,Single storey rear infill extension and first floor rear extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AB/87/20/DOC&from=planningSearch,18 Sparks Yard Tarrant Street Arundel  BN18 9DJ,AB/87/20/DOC,04-08-20,Approve     ,Approval of details reserved by condition imposed under ref AB/49/19/L relating to Condition No 3 - details of new brick work & mortar for blocking windows.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/197/20/PL&from=planningSearch,The Former Ship Inn Aldwick Street Aldwick  PO21 3AP,AW/197/20/PL,04-08-20,ApproveConditionally     ,Variation of conditions 8-concerning hours of deliveries & 10-  types of vehicles making deliveries following AW/211/14/PL. This application is in CIL Zone 4 (Zero Rated) as 'other development'.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/179/20/PL&from=planningSearch,Police Station London Road Bognor Regis  PO21 1BA,BR/179/20/PL,10-08-20,ApproveConditionally     ,"Replacement of existing windows (119) with aluminium top-hung casement windows with insulated panel system, replacement roof covering & mansard tiles to the main building including an increase in perimeter height to accommodate thicker insulation. This application is in CIL Zone 4 (Zero Rated) as 'other development'."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=EP/90/20/T&from=planningSearch,51 Angmering Lane East Preston   BN16 2TA,EP/90/20/T,10-08-20,ApproveConditionally     ,Remove bough of 1 No. Corsican Pine tree overhanging at low level across verge and into road.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/210/20/PL&from=planningSearch,"Block B, Unit Q Arndale Road Littlehampton  BN17 7GA",LU/210/20/PL,05-08-20,ApproveConditionally     ,Installation of 3 No. flues. This application is in CIL Zone 4 (Zero Rated) as 'other development'.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/211/20/A&from=planningSearch,"Block B, Unit Q Arndale Road Littlehampton  BN17 7GA",LU/211/20/A,05-08-20,ApproveConditionally     ,2 No non illuminated fascia signs.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=M/59/20/HH&from=planningSearch,56 Southdean Drive Middleton-On-Sea   PO22 7TB,M/59/20/HH,12-08-20,ApproveConditionally     ,"Extension and remodelling of existing dwelling with a new top storey, front, rear and side extensions. New garden store to rear, new garage to front."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=P/81/20/HH&from=planningSearch,6 The Crescent Pagham   PO21 4RU,P/81/20/HH,12-08-20,ApproveConditionally     ,Installation of a ramp.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AB/86/20/TC&from=planningSearch,22 Maltravers Street Arundel Arundel  BN18 9BE,AB/86/20/TC,03-08-20,Objection     ,"1 No. Holm Oak tree (T1) South sector remove one low, descending limb of 20cm approx. diameter over the garden of No.24. Remove three low, descending limbs of 12cm approx. diameter over the garden of No. 22. North sector. Remove one low limb of 20cm approx. diameter originating at the main fork within the Arundel Conservation area."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AB/88/20/HH&from=planningSearch,21 King Street Arundel   BN18 9BJ,AB/88/20/HH,17-08-20,ApproveConditionally     ,Erection of wooden shed. This application affects the setting of listed buildings & affects the character & appearance of the Arundel Conservation Area.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AB/89/20/L&from=planningSearch,21 King Street Arundel   BN18 9BJ,AB/89/20/L,17-08-20,Withdrawn     ,Listed building consent for the erection of a wooden shed.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/198/20/T&from=planningSearch,54 Westminster Drive Aldwick   PO21 3RE,AW/198/20/T,17-08-20,ApproveConditionally     ,Fell 1 No. Poplar tree.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/175/20/PL&from=planningSearch,23 Mead Lane Bognor Regis   PO22 8AP,BR/175/20/PL,10-08-20,App Cond with S106     ,"Change of use from Student Accommodation to 3 no. dwellings, comprising 1 no. one bed apartment, 1 no. two bedroom house and 1 no. three bedroom house (resubmission of application BR/99/20/PL). This application may affect the setting of a listed building & affects the Upper Bognor Road & Mead Lane Conservation Area."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/176/20/PL&from=planningSearch,Ravenna Richmond Avenue West Bognor Regis  PO21 2YG,BR/176/20/PL,29-10-20,Refused     ,Erection of a new building comprising of 3 No apartments (2 No 2 bed units & 1 No 1 bed unit) including alterations to the fenestration of the existing building. This site is in CIL Zone 4 (Zero Rated) as flats.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=EP/91/20/HH&from=planningSearch,29 Vermont Drive East Preston   BN16 1LG,EP/91/20/HH,14-08-20,ApproveConditionally     ,Single storey side extension and conversion of roofspace to habitable use to include a front and rear dormer.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=F/17/20/DOC&from=planningSearch,South Yard B Wicks Farm Ford Lane Ford BN18 ODF,F/17/20/DOC,03-08-20,DOC Approved     ,Approval of details reserved by condition imposed under ref F/5/19/PL relating to Condition No 5 - surface water drainage
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FP/132/20/PL&from=planningSearch,3 Mid Acre Close Felpham   PO22 8JU,FP/132/20/PL,11-08-20,ApproveConditionally     ,Change of use from land at golf course (D2 Assembly or Leisure) to garden land in connection with dwelling. This application is in CIL Zone 4 (Zero Rated) as 'other development'.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FP/137/20/DOC&from=planningSearch,Land On West Side Of Stanhorn Grove Felpham  PO22 8FS,FP/137/20/DOC,03-08-20,DOC Approved     ,Approval of details reserved by condition imposed under ref FP/171/18/PL relating to Condition Nos 21 - waste/recycling storage and 22 - external lighting.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FP/139/20/HH&from=planningSearch,21 Middleton Road Felpham   PO22 6BL,FP/139/20/HH,25-08-20,ApproveConditionally     ,"Part single storey & 2 storey rear extension, side first floor roof & front porch extension."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=K/30/20/PL&from=planningSearch,"Sanderlings, Middle Way Sea Lane Kingston  BN16 1RY",K/30/20/PL,05-08-20,ApproveConditionally     ,Demolition & erection of 1 No. dwelling.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/205/20/PL&from=planningSearch,"Seagull House, Ground Floor Premises 45 Pier Road Littlehampton  BN17 5LW",LU/205/20/PL,03-08-20,ApproveConditionally     ,Change of use of ground floor from Cafe (A3 Food & Drink) to Dwelling (C3 Dwelling house) (extension of first floor flat). This application is in CIL Zone 4 (Zero Rated) as flat.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=M/57/20/PL&from=planningSearch,18 Old Point Middleton-On-Sea   PO22 7RY,M/57/20/PL,05-08-20,ApproveConditionally     ,Demolition of existing dwelling house and replacement with new dwelling house.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FP/135/20/CLP&from=planningSearch,31 Hinde Road Felpham   PO22 7QJ,FP/135/20/CLP,24-08-20,PP Required     ,Lawful development certificate for proposed external cladding and new roof tiles.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=WA/48/20/HH&from=planningSearch,Oak House 6 Holly Tree Grove Walberton  BN18 0FQ,WA/48/20/HH,12-08-20,ApproveConditionally     ,Erection of a conservatory to the rear elevation.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/196/20/T&from=planningSearch,7 Barrack Lane Aldwick   PO21 4BY,AW/196/20/T,10-08-20,ApproveConditionally     ,Crown thin by 5% and Crown reduction to height of approx. 14m and spread of approx. 12m to 1 No. Common Lime tree.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=Y/67/20/HH&from=planningSearch,32 Tack Lee Road Yapton   BN18 0HB,Y/67/20/HH,18-08-20,ApproveConditionally     ,Rear single storey extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AL/48/20/CLE&from=planningSearch,Blackmill Spinney Blackmill Lane Aldingbourne  PO18 0JU,AL/48/20/CLE,01-07-20,Approve     ,Lawful development certificate for the existing use of former swimming pool house as separate dwelling house.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BE/61/20/NMA&from=planningSearch,Salt Box Field Land off Rowan Way Bognor Regis  PO22 9NW,BE/61/20/NMA,01-07-20,Approve     ,"Non-material amendment following grant of Hybrid application BE/135/18/PL change the internal layout of Unit 8 (A1 Food store), within the Full application, and move 2 No. windows and 1 No. door on the rear (west) elevation."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BN/67/20/HH&from=planningSearch,Kuldana Barnham Road Eastergate  PO20 3RS,BN/67/20/HH,06-07-20,ApproveConditionally     ,Erection of first floor and entrance porch.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/141/20/TC&from=planningSearch,"Hotham Park House, Summer House High Street Bognor Regis  PO21 1HW",BR/141/20/TC,02-07-20,Objection     ,Fell 1 No. Magnolia tree T1 within Upper Bognor Road & Mead Lane Conservation Area.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=CM/23/20/CLP&from=planningSearch,Sadlers Cottage Brookpit Lane Climping  BN17 5QU,CM/23/20/CLP,01-07-20,PP Not Required     ,Lawful development certificate for the proposed change of use from a dwelling house (C3 Dwelling house) to childrens home (C3(b). This application is not CIL Liable (zero rated) as other development.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FP/99/20/CLP&from=planningSearch,Cheval De Mer 3 Culver Road Felpham  PO22 7EF,FP/99/20/CLP,01-07-20,PP Not Required     ,Lawful development certificate for the addition of a side dormer to the roof on the west elevation of the dwellinghouse and removal of a small section of the existing false mansard on the rear elevation of the ground floor annexe to provide access to the existing flat roof.
